ProbeName,FoldChange,Regulation,GeneSymbol,RNAlength,chrom,strand,txStart,txEnd,"2,treatednormalized","3,treatednormalized","4,treatednormalized","5,treatednormalized","6,treatednormalized","1,controlnormalized",p_value
ASHGV40027682,2.7524295,up,CCDC173,2187,chr2,-,170501934,170550931,4.0135436,2.5504856,4.8521976,4.0728273,6.554356,2.9479764,0.05562756300895303
ASHGV40036372,9.4447486,up,BOC,4687,chr3,+,112930311,113006310,14.65562,13.401793,10.283398,10.236314,15.119007,9.499714,0.01502983592620284
ASHGV40020844,2.1384305,up,HID1,3369,chr17,-,72946838,72968900,10.992697,10.445988,11.617563,10.9154415,10.996422,9.89707,3.6959055399249363e-4
ASHGV40046830,3.988816,up,KPNA7,1689,chr7,-,98771196,98805089,6.941796,6.163936,8.619784,6.4541354,6.1035314,4.860676,0.002643613784419936
ASHGV40051874,2.9541908,up,GNA14,2492,chr9,-,80037994,80263232,6.4009924,4.964696,6.406122,2.3474622,2.9479764,3.0506868,0.1031834798153586
ASHGV40007399,3.9522598,up,GAB2,6118,chr11,-,77926335,78128868,13.580969,13.731216,12.625425,12.117097,13.006117,11.029487,1.65050445608189e-4
ASHGV40054624,4.633529,up,XG,2899,chrX,+,2670092,2734541,6.1149163,5.4620037,6.805528,10.095217,9.027637,5.288949,0.03677670590816321
ASHGV40038371,2.6140096,up,PDLIM3,2853,chr4,-,186421814,186456712,6.6312175,8.232189,4.7538905,7.397581,4.8620157,4.9891143,0.07881493556830389
ASHGV40013299,2.521311,up,LRRC63,2114,chr13,+,46786077,46850938,3.833888,4.34088,9.592538,5.720274,2.324807,3.8283033,0.3109359703565927
ASHGV40012287,3.5934704,up,ZNF10,4417,chr12,+,133707213,133736049,10.456484,10.314171,8.861956,9.74453,9.917238,8.013498,1.7359706345895142e-4
ASHGV40055880,5.6432931,up,SFRP5,1883,chr10,-,99526507,99531756,4.703801,9.084806,4.566649,5.6598654,4.784563,3.2633996,0.019101941693389062
ASHGV40001397,95.3295314,up,RGCC,1126,chr13,+,42031541,42045013,10.469948,12.690569,14.793334,11.320855,7.8835845,4.8568068,4.4331690985144253e-4
ASHGV40007724,2.1967528,up,C1QTNF5,3925,chr11,-,119209643,119217383,6.442285,5.1619387,7.993047,5.493073,6.510214,5.184739,0.050499125012836384
ASHGV40038541,10.4961468,up,S100P,510,chr4,+,6695565,6698897,13.502487,7.196541,7.76307,7.9787655,8.952676,5.68692,0.01784787354130747
ASHGV40011221,2.4562047,up,KIAA1551,6246,chr12,+,32112352,32146043,9.350324,11.002465,11.176707,10.516485,12.371148,9.586995,0.029404680739244272
ASHGV40025188,2.7710635,up,TSPAN16,1045,chr19,+,11406814,11426645,4.3830647,4.2282267,3.475107,2.3474622,4.7524257,2.3668175,0.008729860527455523
ASHGV40046168,24.5307272,up,THSD7A,10607,chr7,-,11410061,11871824,12.120892,12.009033,8.484612,5.9855285,10.740748,5.2516446,0.004274595600523091
ASHGV40022394,5.5020143,up,RP11-683L23.1,1335,chr18,-,47389,49557,10.590122,6.620397,10.687081,6.594001,8.142087,6.0667777,0.026531197178715604
ASHGV40021186,2.4019517,up,WSCD1,5827,chr17,+,5973933,6027747,6.6199083,7.528385,2.422453,4.181298,3.4500413,3.57621,0.226328306405827
ASHGV40032877,6.0554111,up,USP41,920,chr22,-,20717910,20731541,9.971134,8.604768,9.698053,8.152495,9.229617,6.5329885,5.6924020985924694e-5
ASHGV40007723,2.2041124,up,MCAM,3332,chr11,-,119179233,119187840,9.12957,9.264272,11.539492,11.040136,9.034124,8.861321,0.06489415255082435
ASHGV40055008,2.0689846,up,PAGE2B,513,chrX,+,55101488,55105336,6.818655,5.1657,5.0556784,3.944828,9.107603,4.96957,0.2765356829327869
ASHGV40039765,5.2587139,up,TLR3,3057,chr4,+,186990308,187006252,8.153129,7.944085,7.389987,5.1448255,5.4147615,4.4146476,0.0056059166360723596
ASHGV40027463,11.3258914,up,TMEM163,1901,chr2,-,135213329,135476571,6.1675024,8.154161,9.034913,2.3474622,3.6378124,2.3668175,0.025533329856180394
ASHGV40020197,34.8537234,up,CCL5,1237,chr17,-,34198495,34207377,2.3348548,13.6422205,5.79688,9.328112,6.3482246,2.3668175,0.027046083940586527
ASHGV40028201,2.5271061,up,MGC4771,105,chr2,-,232571516,232571621,6.2748537,6.0111136,8.007174,6.264432,8.395048,5.653038,0.028201696061684562
ASHGV40024628,4.3277091,up,NTF4,999,chr19,-,49564396,49567124,11.91939,7.6483693,10.16506,9.480093,7.3866754,7.206314,0.03560546098962732
ASHGV40005788,3.0190474,up,DDIT4,1752,chr10,+,74033676,74035797,9.629989,11.116553,8.76614,9.348074,9.349976,8.048053,0.003733801918619291
ASHGV40037225,7.9974119,up,SLC2A9,1874,chr4,-,9827847,10023114,10.348108,11.598231,13.042533,11.658037,9.919872,8.313823,6.10429950909855e-4
ASHGV40045798,8.3199408,up,SAMD5,6324,chr6,+,147829827,147891157,5.9709587,7.2627506,4.903205,3.5194805,5.460559,2.3668175,0.0011000053439679009
ASHGV40040462,3.7364906,up,SSBP2,4441,chr5,-,80713178,81047072,12.3012495,12.904449,14.492258,11.021214,14.086589,11.059468,0.015999725247880153
ASHGV40046813,4.3751066,up,DLX5,1424,chr7,-,96649701,96654143,9.2240715,7.983494,5.138301,8.5283575,5.0370398,5.0529346,0.041436131276602485
ASHGV40017572,6.2801038,up,PPL,6238,chr16,-,4932507,4987136,12.016311,13.326647,15.302422,11.74964,8.885202,9.605256,0.03572377413455701
ASHGV40009363,3.8546186,up,KCNJ5,2912,chr11,+,128761312,128787951,3.0065618,5.2081842,4.1248436,4.2858734,4.941565,2.3668175,9.559161158747867e-4
ASHGV40018871,7.5860762,up,SBK1,5010,chr16,+,28303839,28335170,7.3732557,3.824044,6.675374,4.837465,3.7407181,2.3668175,0.004299108552636137
ASHGV40014820,3.2087775,down,NOP9,6052,chr14,+,24769059,24778332,7.3793635,6.6590714,5.936071,6.4904537,6.9061766,8.356251,1.043743400208739e-4
ASHGV40048932,33.5485684,down,DLC1,7479,chr8,-,12940871,13372429,11.029487,13.7670965,9.294907,8.631608,7.049465,15.022692,0.002231447912379027
ASHGV40042222,4.1607052,down,PRR16,1754,chr5,+,119799972,120023025,5.2694006,8.494939,8.183487,9.028415,8.301003,9.912277,0.014564725254861808
ASHGV40045047,2.6836591,down,TAF8,4323,chr6,+,42018250,42048644,9.164128,9.595771,6.6180058,8.876386,9.168992,10.108858,0.027457939827739652
ASHGV40034070,2.3609995,down,EFHB,2857,chr3,-,19920965,19975706,6.3827,6.123784,5.9756594,7.0255184,4.6881695,7.278564,0.011884575630139716
ASHGV40055860,2.3997076,down,TM9SF3,6140,chr10,-,98277866,98346809,12.468502,12.150219,12.308826,12.945245,15.01729,14.240875,0.043393505125751804
ASHGV40006160,3.6969065,down,CFAP58,3313,chr10,+,106113521,106214848,5.086392,4.30156,4.0304217,2.7545834,2.8502166,5.6909533,0.002828918341133833
ASHGV40030997,4.9424892,down,KCNG1,2237,chr20,-,49620192,49639675,13.268013,13.292556,11.332502,14.056318,12.908477,15.276811,9.098465752471687e-4
ASHGV40052520,3.1858528,down,CLIC3,813,chr9,-,139889059,139891024,11.306019,6.556424,11.084502,10.771364,9.324413,11.480224,0.09508753276327639
ASHGV40013214,2.4335474,down,RFXAP,2825,chr13,+,37393338,37403740,8.954297,8.1601515,9.186204,9.224711,9.174107,10.222955,2.10039078528042e-4
ASHGV40012157,2.5152015,down,DNAH10,13716,chr12,+,124247041,124420267,5.457491,6.341133,5.5808935,5.875996,5.8597865,7.153734,2.3199511257297283e-5
ASHGV40034589,2.5007985,down,GBE1,3118,chr3,-,81538849,81810950,12.277378,15.302422,11.926747,14.605427,13.817057,14.908195,0.07710386670798837
ASHGV40036684,19.5748743,down,AADAC,1725,chr3,+,151531860,151546276,2.3348548,2.3294015,2.3237648,2.3474622,8.343851,7.826798,0.007295596310284256
ASHGV40041052,5.6083581,down,HAVCR1,1713,chr5,-,156456423,156485252,3.094483,2.7862666,3.1787446,3.15487,2.6346164,5.4573746,1.4859069651388668e-8
ASHGV40053297,2.6371923,down,PALM2-AKAP2,7534,chr9,+,112542576,112934791,5.0915117,5.750306,4.80386,5.5649667,3.9703016,6.435192,0.0021585352254454167
ASHGV40022631,40.5499205,down,DSC3,7656,chr18,-,28569330,28622781,4.9270916,10.090929,7.488812,6.6497345,2.324807,11.637902,0.003337107794477677
ASHGV40044237,7.4184967,down,NAV1,13029,chr1,+,201617449,201796102,5.803536,8.171186,5.2269144,6.789621,6.1462483,9.318628,4.360699474288841e-4
ASHGV40032849,2.216583,down,C22orf29,6693,chr22,-,19833660,19842371,6.28288,6.444692,4.1623564,7.619749,5.3658457,7.123442,0.08210442890029443
ASHGV40050544,2.5581453,down,ADAM9,4111,chr8,+,38854504,38962779,10.442013,10.68503,11.917919,12.012445,9.949132,12.356406,0.010938633630186727
ASHGV40020303,7.6383652,down,KRTAP2-2,714,chr17,-,39210750,39211463,4.936684,4.7301016,5.9131155,4.8541884,5.166636,8.053409,6.850248882471619e-7
ASHGV40037478,10.5286558,down,TXK,2914,chr4,-,48068409,48136273,4.1137834,8.276241,5.0855074,8.436799,3.4713924,9.272994,0.011689063063643408
ASHGV40017510,2.0676649,down,TCEB2,1009,chr16,-,2821414,2827297,14.741049,15.661335,15.170353,14.461352,14.909649,16.03675,8.84044718944928e-4
ASHGV40014077,2.1681804,down,FERMT2,3351,chr14,-,53323988,53417815,12.890627,12.014373,11.408843,13.488112,11.787921,13.43446,0.0188923101345233
ASHGV40025050,7.8168329,down,DPP9-AS1,3071,chr19,+,4679293,4685960,11.430251,11.198142,11.815222,11.87065,10.228594,14.275156,8.594045642028339e-6
ASHGV40049066,3.0833364,down,NLRP3,4470,chr1,+,247581350,247612406,7.169703,4.421124,4.4530125,6.666106,4.7928314,7.1250477,0.024518014951086065
ASHGV40019897,8.2009623,down,HS3ST3A1,2527,chr17,-,13399005,13505244,11.30807,15.242408,9.54972,12.009652,12.855139,15.228791,0.011849059073462658
ASHGV40033634,2.0222635,down,YWHAH,1807,chr22,+,32340478,32353590,12.908477,13.083861,11.986015,13.611415,12.233887,13.780702,0.008607848719651496
ASHGV40008942,7.8549041,down,ANKRD42,3072,chr11,+,82904780,82960013,7.7270255,7.8293104,7.4993663,7.5106115,7.976898,10.682236,9.276154266738955e-10
ASHGV40005970,2.4814751,down,KIF20B,6459,chr10,+,91461346,91534700,10.666607,12.579226,9.379244,11.729786,11.660157,12.514202,0.043511722531692554
ASHGV40033459,3.0966641,down,PRKACB,4520,chr1,+,84609930,84704181,7.374902,8.00405,6.5643024,6.898617,8.475064,9.094102,0.00162708404868376
ASHGV40055816,3.1640588,down,ANKRD1,1994,chr10,-,92671856,92681032,12.978927,13.885559,11.871103,14.724694,10.74128,14.502089,0.046741572143728746
ASHGV40019616,4.2268831,down,SPATA33,1455,chr16,+,89724151,89736866,5.567904,6.600669,5.7395525,6.963633,7.9977055,8.653487,0.0015087307679497368
ASHGV40030155,2.1293037,down,DNAJB2,3129,chr2,+,220144039,220151622,7.570705,6.8861604,9.586877,8.409723,7.085661,8.998207,0.05882042200026414
ASHGV40015241,7.3510669,down,NRXN3,9193,chr14,+,79745681,80334633,6.6603894,5.1444173,7.381939,8.341188,5.551933,9.493927,0.0011742598635147018
ASHGV40057688,25.0617143,down,UQCRHL,538,chr1,-,16133656,16134194,10.270765,17.214407,17.141415,9.15045,8.529987,17.108818,0.043950378935727306
ASHGV40009065,4.1907187,down,BIRC3,6932,chr11,+,102188180,102210135,8.606144,11.286806,11.182091,11.221599,7.4861665,12.023759,0.03240543064532017
ASHGV40054927,4.1269822,down,TIMP1,931,chrX,+,47441689,47446190,12.856282,12.432378,12.341939,12.280234,8.248351,13.676924,0.043124475722482715
ASHGV40053903,3.7063944,down,RPGR,3082,chrX,-,38128422,38186788,9.488085,10.599169,9.816744,9.006895,10.87974,11.848143,6.093462184393518e-4
ASHGV40039059,8.7554873,down,EPGN,2695,chr4,+,75174186,75182520,3.8764627,2.9192994,2.5078435,2.9226158,2.4699547,6.0694227,1.7245685931713375e-6
ASHGV40000054,7.9383263,down,OFCC1,758,chr6,-,9897103,9939582,8.290306,9.165593,8.910936,9.130759,7.8578467,11.659923,2.7114309465952615e-6
ASHGV40051961,4.1776711,down,SHC3,9768,chr9,-,91620685,91793682,5.1508026,6.963763,5.0281935,4.963478,5.3164554,7.5472374,5.700791452690081e-4
ASHGV40033282,2.0498805,down,PKDREJ,7660,chr22,-,46651559,46659219,3.8148441,3.8988903,2.798059,4.2040997,4.604163,4.899551,0.008713127587764873
ASHGV40044653,11.2038487,down,RBM24,2467,chr6,+,17281808,17294099,5.5883026,8.134615,5.8902383,6.799865,4.8424716,9.737021,2.7069101631986575e-4
ASHGV40046294,2.9362524,down,HOXA1,2561,chr7,-,27132613,27135625,12.499312,12.839149,10.497044,11.770039,11.858301,13.446745,0.0047537239033939105
ASHGV40006919,3.4017851,down,LRP4,8244,chr11,-,46878267,46940173,10.445562,12.113222,8.254826,9.917681,11.131459,12.138842,0.02539647479946531
ASHGV40041735,6.400358,down,FST,1834,chr5,+,52776263,52782304,7.683819,10.926638,11.598231,11.211838,9.621136,12.886485,0.005582697420871196
ASHGV40034613,5.9657096,down,VGLL3,10396,chr3,-,86987122,87040257,5.392624,6.0090413,4.905316,5.2454786,7.3059864,8.348383,2.930321224887165e-4
ASHGV40024842,2.2365757,down,ZSCAN5A,1938,chr19,-,56732678,56739659,9.08426,10.519451,7.45259,11.338037,9.855399,10.811239,0.11803802441711574
ASHGV40040300,2.2827431,down,DIMT1,1557,chr5,-,61684350,61699728,12.897909,12.5572,12.246942,12.79668,11.1924715,13.529009,0.004734303638847715
ASHGV40046028,3.5686846,down,ERMARD,2144,chr6,+,170151717,170181680,9.707547,9.866321,9.036247,9.78578,9.192078,11.352987,4.451012729482498e-6
ASHGV40030355,4.3424818,down,ASB1,6833,chr2,+,239335625,239360891,9.49122,10.616427,9.810038,9.856401,8.974775,11.868292,4.72417671811436e-5
ASHGV40010851,2.7742416,down,AKNAD1,3063,chr1,-,109358519,109399726,4.9721603,6.4473205,2.3237648,2.3474622,4.182032,5.5266414,0.0995383250413536
ASHGV40052812,7.1849922,down,RECK,4427,chr9,+,36036909,36124452,7.406966,8.264444,8.567005,9.132402,8.62764,11.244678,8.523959005253579e-6
ASHGV40012578,12.7726807,down,PDE4DIP,1711,chr1,-,144951760,145076186,7.357008,8.707855,9.0370865,7.9803143,7.905294,11.872501,1.8488420826564662e-6
ASHGV40053212,4.6389761,down,TGFBR1,6516,chr9,+,101867370,101916473,5.582787,5.7336717,6.0579314,6.7392893,5.877841,8.2121105,4.14378023265898e-6
ASHGV40014972,2.5874307,down,ATP5S,1859,chr14,+,50779046,50792946,10.423777,8.708763,7.783083,9.29267,9.111221,10.435423,0.012583429300495236
ASHGV40041501,2.1226916,down,BASP1,1902,chr5,+,17217669,17276954,8.021221,9.679525,6.869151,8.651238,7.378446,9.205811,0.05828873332135262
ASHGV40014098,3.0793734,down,GCH1,2941,chr14,-,55308723,55369542,6.7611933,4.8478003,5.2598968,6.508704,5.1927814,7.336712,0.002914044554283219
ASHGV40013689,3.4294899,down,COL4A2,6264,chr13,+,110959630,111165373,9.042873,7.477662,8.657518,11.763665,8.666227,10.899583,0.036913117683591803
ASHGV40035892,2.1312354,down,SACM1L,3707,chr3,+,45730753,45786900,9.298256,9.733426,7.8139787,8.944534,9.5591755,10.161564,0.012575238881821342
ASHGV40039262,2.2755145,down,CCDC109B,1298,chr4,+,110481354,110608872,9.408128,12.394438,12.39765,11.240454,13.706866,13.0157,0.13821135358651207
ASHGV40033858,3.2322975,down,TRMU,1974,chr22,+,46731297,46753237,7.94284,8.739777,6.959878,9.487664,8.516361,10.021864,0.003916011309887529
ASHGV40042588,2.092748,down,MFAP3,5049,chr5,+,153418518,153437014,8.543599,10.076601,9.565472,10.382998,9.371947,10.653522,0.009905714622073418
ASHGV40011927,2.6263948,down,C12orf75,1383,chr12,+,105724413,105765296,12.465268,14.995789,14.835241,16.258213,14.08251,15.920488,0.0557346196145505
ASHGV40033903,2.3129011,down,ZBED4,6897,chr22,+,50247496,50283726,7.747011,8.222574,7.33741,9.515444,8.283928,9.430977,0.010832747629302752
ASHGV40021681,2.3810586,down,STARD3,2834,chr17,+,37793332,37820454,10.874442,10.231765,10.325769,10.7248535,10.439555,11.77088,6.765652444952119e-6
ASHGV40036292,2.3815921,down,NXPE3,8610,chr3,+,101498028,101547075,8.01962,9.576498,7.41952,9.27529,7.5321803,9.616548,0.023259210520222385
ASHGV40034042,3.0751078,down,ZFYVE20,6678,chr3,-,15111579,15140655,8.250841,10.075369,6.20223,8.508931,8.804394,9.98899,0.03210461039580606
ASHGV40019671,2.1118881,down,SMYD4,4349,chr17,-,1682828,1733175,11.855732,10.518343,10.614952,11.220036,10.876975,12.095741,0.002138047288429024
ASHGV40031810,13.5197102,down,FAM209B,692,chr20,+,55108301,55111574,7.1000023,6.733073,7.7740974,7.4655457,7.29422,11.03038,2.296652228896751e-8
ASHGV40020322,31.6389295,down,KRT32,2005,chr17,-,39615764,39623638,2.3348548,2.3294015,4.537639,2.3474622,2.9786496,7.8892303,2.6253778720176506e-6
ASHGV40019820,2.0998449,down,TMEM107,1758,chr17,-,8076296,8079714,9.287903,8.049839,8.324972,8.385578,8.418969,9.563735,9.05762242602428e-4
ASHGV40045780,4.2073266,down,LTV1,1835,chr6,+,144164507,144184943,13.68695,12.938917,11.502248,13.405158,13.439923,15.067543,7.414315053876672e-4
ASHGV40019546,4.8291619,down,FOXC2,1683,chr16,+,86600856,86602537,2.3348548,4.531182,2.3237648,2.3474622,2.324807,5.044187,8.568101699165268e-4
ASHGV40011715,8.6564874,down,GLIPR1,3924,chr12,+,75874512,75895716,7.5268993,9.539591,8.60813,11.46732,7.729466,12.088063,0.0024913063910712227
ASHGV40033588,2.0186404,down,EWSR1,2679,chr22,+,29663997,29696515,14.673353,14.821515,13.528367,15.0435705,14.289715,15.484688,0.005144427981076435
ASHGV40039454,111.5846092,down,HHIP,3555,chr4,+,145567147,145659881,2.3348548,5.4813824,2.3237648,3.4126623,2.324807,9.9774885,3.911522468241561e-6
ASHGV40009920,2.1129633,down,RHEBL1,1235,chr12,-,49458458,49463808,8.371912,9.945296,6.1874466,8.299493,7.817724,9.203642,0.1108760040491146
ASHGV40002649,3.3961773,down,AL121895.1,66,chr20,-,34756460,34758180,3.134764,3.5911877,5.116557,5.667073,3.4991345,5.965655,0.007712526342198868
ASHGV40016023,2.3138036,down,TIPIN,1295,chr15,-,66629007,66649054,8.616142,10.034493,8.870016,8.497188,8.513884,10.116611,0.003095686627251506
ASHGV40003348,2.2199831,down,LCE1D,430,chr1,+,152769226,152770657,7.6319356,7.079676,6.846504,7.269847,7.323749,8.380891,2.1786782164101365e-5
ASHGV40026034,3.6783135,down,CACNG6,1886,chr19,+,54495541,54515920,13.373047,12.382263,7.7055216,11.522838,6.0920706,12.0941925,0.2189023843658042
ASHGV40020070,2.2385811,down,PIGS,2873,chr17,-,26880405,26898887,10.908307,9.089991,10.812199,10.566455,9.6705,11.372075,0.011298947687927344
ASHGV40025036,4.3947438,down,FSD1,1865,chr19,+,4304590,4323843,5.351448,2.3294015,5.2483687,6.123828,6.7474265,7.2958736,0.022636650819129737
ASHGV40000080,3.3042552,down,CIDEB,2252,chr14,-,24774392,24780576,8.00405,7.7486453,6.8299556,6.2429137,7.3444448,8.958327,6.220543827071809e-4
ASHGV40044311,4.2034194,down,SERAC1,3969,chr6,-,158530535,158589312,11.229396,9.592538,10.369391,9.574725,9.741543,12.173082,1.8139755608862556e-4
ASHGV40050940,2.3528039,down,AC117834.1,2149,chr8,+,93895864,93898013,6.7167673,5.323702,6.0080924,2.713203,4.914868,6.3697076,0.1064691073527633
ASHGV40024590,4.1917258,down,BSPH1,654,chr19,-,48471302,48495427,2.3348548,4.0775213,2.9896386,4.146383,3.899928,5.5572095,3.9851599122473137e-4
ASHGV40034236,2.1622552,down,GTDC2,2344,chr3,-,43120720,43132015,9.895552,9.836908,9.203773,9.898436,10.415482,10.962567,4.1636217743356874e-4
ASHGV40023695,2.5856534,down,MOB3A,3347,chr19,-,2071034,2096269,8.848006,8.725933,7.8162704,8.267803,8.903388,9.882809,1.6477030090121913e-4
ASHGV40007620,3.5159196,down,ALG9,6137,chr11,-,111652918,111742305,14.032076,13.47362,13.631035,14.264952,14.077419,15.7097225,1.7946537295163033e-6
ASHGV40047719,3.021356,down,ANLN,4804,chr7,+,36429411,36493401,11.697229,12.256105,11.158007,13.234332,10.961586,13.456648,0.004642645312393722
ASHGV40023296,10.6990023,down,MAPRE2,4279,chr18,+,32621323,32723432,6.40633,8.621591,7.34622,2.3474622,6.80464,9.724653,0.012002868734302629
ASHGV40021488,11.3594047,down,SARM1,7305,chr17,+,26698682,26728055,4.444783,4.008136,4.3535976,2.3474622,3.6704326,7.2706976,1.5400109332567087e-5
ASHGV40041826,2.673632,down,FAM159B,967,chr5,+,63986134,64014017,8.050929,5.5086064,3.6755705,6.0235186,5.169453,7.1044164,0.08029246031218917
ASHGV40032357,2.0616544,down,DNMT3L,1720,chr21,-,45666221,45682099,7.556351,7.0083265,4.6609287,6.2992125,6.4093866,7.4306436,0.06438624074323647
ASHGV40044464,2.7489182,down,PDCD2,3133,chr6,-,170884659,170893780,12.683112,13.0325575,11.858301,12.50368,12.499312,13.9742565,6.029342267713446e-5
ASHGV40011942,2.0758123,down,BTBD11,5760,chr12,+,107712196,108053419,4.553396,4.988892,2.9657502,4.6566467,3.566505,5.199914,0.02379745028856016
ASHGV40028139,2.7495315,down,DOCK10,7431,chr2,-,225629806,225907330,8.435961,11.7285,10.595123,8.0423565,5.6796155,10.355497,0.20340784126625988
ASHGV40052804,5.6539629,down,NPR2,3447,chr9,+,35792405,35809728,5.4739466,5.160655,7.0559926,5.424829,6.9312897,8.508605,2.7150948679501783e-4
ASHGV40009123,3.2293115,down,SIK2,5758,chr11,+,111473114,111597641,7.426272,8.248617,6.7842827,7.488812,7.3267508,9.1461735,9.087304053876947e-5
ASHGV40018430,2.3921254,down,PIEZO1,8106,chr16,-,88781745,88851628,10.282394,10.708574,10.026829,10.656645,10.144388,11.622059,1.5579067226098977e-5
ASHGV40031741,2.6989971,down,DDX27,2711,chr20,+,47835831,47860614,12.65078,13.960251,12.81039,14.280554,14.343313,15.041481,0.004413795388404965
ASHGV40007592,3.3392728,down,KDELC2,4311,chr11,-,108342832,108369159,10.080966,10.443926,9.33231,8.918773,7.7588277,11.0464945,0.00611231979163622
ASHGV40020029,4.5427661,down,C17orf51,7912,chr17,-,21431570,21454941,6.6672554,6.546987,5.6642914,6.3688893,6.7361617,8.580288,3.409088504510006e-6
ASHGV40034228,2.3859219,down,SEC22C,6416,chr3,-,42589458,42623520,9.096117,8.919778,8.411398,8.855853,9.58204,10.227584,1.657130626960345e-4
ASHGV40016200,3.0674423,down,ADAMTS7,5537,chr15,-,79051544,79103773,3.9649088,4.0195475,4.369443,3.8992622,2.7507124,5.417811,3.683371954099496e-4
ASHGV40033161,2.9082872,down,FAM227A,10322,chr22,-,38974124,39052634,4.733398,2.3294015,4.6360073,3.473861,4.9589934,5.566502,0.014592790382676399
ASHGV40039604,4.0222647,down,TLL1,7284,chr4,+,166794409,167025609,5.052344,5.3406487,4.6073966,6.312819,4.3890915,7.148468,3.385440684204975e-4
ASHGV40049822,2.0395233,down,EXT1,3376,chr8,-,118811601,119124058,12.525079,12.726394,9.994533,10.985497,10.689662,12.412465,0.0896945221563718
ASHGV40030939,2.8272483,down,SULF2,3909,chr20,-,46286149,46414808,8.561212,11.584719,11.392533,11.863259,8.7860565,11.9369545,0.0723966304823073
ASHGV40021416,2.1695126,down,MAPK7,2972,chr17,+,19281773,19286857,7.774479,8.83416,7.5330663,8.199521,8.463139,9.278244,0.0013780233903924132
ASHGV40033589,2.0688352,down,GAS2L1,1835,chr22,+,29702984,29708778,6.303211,5.912809,6.2888017,6.429692,7.0311975,7.441961,4.1371849441895916e-4
ASHGV40023489,121.9339212,down,SERPINB2,1922,chr18,+,61554938,61571124,5.2371907,4.391364,5.09659,5.2203517,4.543225,11.8277,2.1787623790711833e-10
ASHGV40052755,5.3690199,down,SPINK4,386,chr9,+,33240195,33248565,6.1707864,6.0492454,5.99185,6.6689143,6.2068076,8.6421795,3.6226822602980785e-8
ASHGV40055260,2.3496339,down,CXorf57,3919,chrX,+,105855159,105922673,8.081354,8.012905,7.5391817,2.3474622,6.7235303,7.7733226,0.28514688317513587
ASHGV40024454,101.1509585,down,PSG7,2046,chr19,-,43428283,43441330,5.5602107,4.1318626,2.3237648,10.399618,2.817968,11.707051,0.0017816702849987643
ASHGV40026521,5.4929385,down,FNDC4,1697,chr2,-,27714749,27718126,6.6692076,5.822406,5.8276067,6.384728,8.267381,9.0518439999999991,5.92194421073313e-4
ASHGV40026313,2.8582498,down,MBOAT2,3804,chr2,-,8996700,9143876,12.49064,12.14726,13.053307,11.756025,11.861073,13.776793,2.012492621380941e-4
ASHGV40016348,2.7694594,down,GABARAPL3,1851,chr15,-,90890818,90892669,15.466737,13.712093,13.644234,12.754611,11.731783,14.931496,0.044362654564379864
ASHGV40012149,2.1438602,down,TMED2,2126,chr12,+,124069075,124082688,12.690569,12.106885,11.816927,13.20317,12.62681,13.589083,0.001864636541762057
ASHGV40046338,27.4015428,down,PDE1C,4804,chr7,-,31790792,32110474,12.350492,8.746033,3.864985,10.0131855,4.6971884,12.710562,0.017714046987511643
ASHGV40029417,3.7108691,down,EPB41L5,6621,chr2,+,120770603,120936697,3.5912464,4.6152253,3.8715425,3.5319457,6.3683496,6.287419,0.007265111731532771
ASHGV40049537,2.2275037,down,IMPA1,3396,chr8,-,82569150,82598589,8.930653,10.113214,7.573386,8.402219,8.583864,9.876095,0.02340414561053069
ASHGV40009506,32.1922386,down,IFFO1,2716,chr12,-,6648693,6665249,7.4878573,8.487617,6.800248,7.604832,6.3684807,12.358448,7.44091316260443e-7
ASHGV40020707,2.3703742,down,TEX2,5110,chr17,-,62224792,62340683,8.122993,8.787785,9.81187,9.029928,8.816865,10.159003,0.0017747685261958028
ASHGV40021649,2.1287761,down,DUSP14,1508,chr17,+,35849950,35873588,10.237688,11.176335,10.455127,11.628666,10.319403,11.853468,0.003968714257312303
ASHGV40015836,2.7695989,down,SHC4,4556,chr15,-,49115933,49255641,4.9912977,5.499705,4.562043,2.3474622,2.4511547,5.4400096,0.05614138156525418
ASHGV40023035,2.3623929,down,TYMS,1603,chr18,+,657603,673499,13.510558,15.046653,12.731958,14.569241,13.994108,15.2107525,0.015331818695109092
ASHGV40025980,4.4594695,down,AX747988,2415,chr1,+,16862254,16864669,8.235128,12.047316,12.199898,9.061977,7.7940855000000004,12.024553,0.05158527983285523
ASHGV40044128,2.5368711,down,MTFR2,1523,chr6,-,136552167,136571449,13.632585,12.424102,12.097823,13.341885,12.920094,14.226348,0.0014507655815370767
ASHGV40033021,2.1709662,down,ZMAT5,1051,chr22,-,30126944,30162969,8.43631,8.438516,7.5147376,8.481808,8.215237,9.335659,2.7277455483390017e-4
ASHGV40024210,16.052539,down,TSHZ3,4995,chr19,-,31765850,31840190,9.417721,11.219683,7.8857026,2.3474622,3.2504382,10.828931,0.04950369745617578
ASHGV40001491,2.9767668,down,GTF2H2C,2106,chr5,+,68856050,68888729,12.337631,12.134228,11.359192,11.509958,12.37265,13.516478,7.640442055168886e-5
ASHGV40030812,2.2637621,down,SAMHD1,3189,chr20,-,35520226,35580246,7.8972893,8.289266,7.2125,8.347673,9.667375,9.461543,0.018717839999059797
